id,mz,diff,reference,formula,formula_isotopefree,formula_ion,homseries,totalc,H.C,O.C,C,H,O,N,S,P,Cl,Na,C13,O18,N15,S34,Cl37,Co,Cu.i,Cu.ii,Cu65.i,Cu65.ii,Fe.ii,Fe.iii,Fe54.ii,Fe54.iii,Br79,Br81,Ni.ii,Ni60.ii,Zn.ii,Zn66.ii,I,MDL_3.5,ResPow,m1,SE,present_in,AI,AI.mod,DBE,Aromatic,Aromatic.O_rich,Aromatic.O_poor,Highly.unsaturated,Highly.unsaturated.O_rich,Highly.unsaturated.O_poor,Unsaturated,Unsaturated.O_rich,Unsaturated.O_poor,Unsaturated.with.N,Saturated,Saturated.O_rich,Saturated.O_poor,mean_signal_to_MDL,isoratioC13.1,isoratioC13.2,isoratio_O18,isoratioS34,isoratioN15,isoratioBr81.1,isoratioBr81.2,isoratioCu.i_65,isoratioCu.ii_65,isoratioFe.ii_54,isoratioFe.iii_54,isoratioZn.ii_66,isoratioNi.ii_60,isoratioCl37,isorat_sdC13.1,isorat_sdC13.2,isorat_sd_O18,isorat_sd_S34,isorat_sd_N15,homnetworkmember,mean_of_ratio_deviance,diff_filter,alternative_formula,Sample1_masslistsIHSS NOM_LSt_MA_FTMS_IHSS.NOM_STD_01_1-2-43_1_21692.csv,Sample2_masslistsIHSS NOM_LSt_MA_FTMS_IHSS.NOM_STD_02_1-2-43_1_21702.csv,Sample3_masslistsIHSS NOM_LSt_MA_FTMS_IHSS.NOM_STD_03_1-2-43_1_21712.csv,Sample4_masslistsMGC2101807_LSt_MA_FTMS_PB_1_01_1-2-30_1_21512.csv,Sample5_masslistsMGC2101807_LSt_MA_FTMS_PB_1_02_1-2-30_1_21522.csv,Sample6_masslistsMGC2101807_LSt_MA_FTMS_PB_1_03_1-2-30_1_21532.csv,Sample7_masslistsMGC2101808_LSt_MA_FTMS_PB_2_01_1-2-20_1_21420.csv,Sample8_masslistsMGC2101808_LSt_MA_FTMS_PB_2_02_1-2-20_1_21430.csv,Sample9_masslistsMGC2101808_LSt_MA_FTMS_PB_2_03_1-2-20_1_21440.csv,Sample10_masslistsMGC2101809_LSt_MA_FTMS_PB_3_01_1-2-14_1_21360.csv,Sample11_masslistsMGC2101809_LSt_MA_FTMS_PB_3_02_1-2-14_1_21370.csv,Sample12_masslistsMGC2101809_LSt_MA_FTMS_PB_3_03_1-2-14_1_21380.csv,Sample13_masslistsMGC2101812_LSt_MA_FTMS_Blank_A1_01_1-2-12_1_21334.csv,Sample14_masslistsMGC2101812_LSt_MA_FTMS_Blank_A1_02_1-2-12_1_21344.csv,Sample15_masslistsMGC2101812_LSt_MA_FTMS_Blank_A1_03_1-2-12_1_21352.csv,Sample16_masslistsMGC2101812_LSt_MA_FTMS_Blank_A2_01_1-2-19_1_21418.csv,Sample17_masslistsMGC2101812_LSt_MA_FTMS_Blank_A2_02_1-2-19_1_21428.csv,Sample18_masslistsMGC2101812_LSt_MA_FTMS_Blank_A2_03_1-2-19_1_21438.csv,Sample19_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A1_01_1-2-9_1_21308.csv,Sample20_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A1_02_1-2-9_1_21316.csv,Sample21_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A1_03_1-2-9_1_21326.csv,Sample22_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A2_01_1-2-1_1_21250.csv,Sample23_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A2_02_1-2-1_1_21258.csv,Sample24_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A2_03_1-2-1_1_21268.csv,Sample25_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B1_01_1-2-23_1_21450.csv,Sample26_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B1_02_1-2-23_1_21460.csv,Sample27_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B1_03_1-2-23_1_21470.csv,Sample28_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B2_01_1-2-5_1_21278.csv,Sample29_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B2_02_1-2-5_1_21288.csv,Sample30_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B2_03_1-2-5_1_21296.csv,Sample31_NELHA_1.csv,Sample32_NELHA_2.csv,Sample33_NELHA_3.csv,Sample34_NELHA_4.csv,Sample35_NELHA_5.csv
0,504.1722891,0.05251,505.1795391,C_21 H_31 O_13 N_1,C21H31NO13,C_21 H_30 O_13 N_1,5,21,1.476,0.619,21,31,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3438565.512,394782.2,504.1723114,0.038614607,5,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7189587,8869838,6593318,8580607,6806964
-1,504.1722891,0.3205474,505.1794036,C_21 H_33 O_11 P_1 C13_1,C22H33O11P,C_21 H_32 O_11 P_1 C13_1,16,22,1.5,0.5,21,33,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3438565.512,394782.2,504.1723114,0.038614607,5,0,0.03,7,0,0,0,0,0,0,1,0,1,0,0,0,0,2.21,356.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.2232308,NA,NA,NA,NA,700,356.34,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7189587,8869838,6593318,8580607,6806964
-1,504.180421,0.1040287,505.1876449,C_21 H_32 O_13 C13_1,C22H32O13,C_21 H_31 O_13 C13_1,13,22,1.455,0.591,21,32,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3438565.512,403153.8,504.1804436,0.248073847,5,0,0.03,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1.41,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.9109839,NA,NA,NA,NA,133,22.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4715606,7034834,3762985,3988994,4750775
-1,504.1956357,0.0219654,505.202901,C_25 H_32 O_10 C13_1,C26H32O10,C_25 H_31 O_10 C13_1,27,26,1.231,0.385,25,32,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3438565.512,408875.625,504.1956573,0.053321946,8,0.06,0.29,11,0,0,0,1,0,1,0,0,0,0,0,0,0,3.25,-24.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.89290113,NA,NA,NA,NA,122,24.58,FALSE,NA,9128009,11230956,8162424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11293787,19453914,9394991,10997256,9747900
-1,504.2320021,0.0156164,505.2392864,C_26 H_36 O_9 C13_1,C27H36O9,C_26 H_35 O_9 C13_1,26,27,1.333,0.333,26,36,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3438565.512,410177.7143,504.2320231,0.1586335,7,0.06,0.24,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1.69,60.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.9401524,NA,NA,NA,NA,109,60.26,FALSE,NA,5777497,4030203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4703338,10065903,5229372,6540822,4419017
0,504.3077032,0.4058835,505.3151847,C_27 H_43 O_6 N_3,C27H43N3O6,C_27 H_42 O_6 N_3,5,27,1.593,0.222,27,43,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3438565.512,394666,504.3078902,0.135962356,6,0,0.1,8,0,0,0,0,0,0,1,0,1,1,0,0,0,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19652692,20112986,18737940,4286239,4098560,5566490,NA,NA,NA,NA,NA
0,504.3096551,0.1825132,505.3168393,C_25 H_48 O_7 N_1 P_1,C25H48NO7P,C_25 H_47 O_7 N_1 P_1,1,25,1.92,0.28,25,48,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3438565.512,448110,504.3096765,0.14898547,4,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261,Inf,FALSE,NA,NA,NA,NA,NA,3569741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3784824,3827100,4493315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,505.0987605,0.0061331,506.10604,C_23 H_22 O_13,C23H22O13,C_23 H_21 O_13,24,23,0.957,0.565,23,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,394968.3333,505.0987813,0.103915559,9,0,0.39,13,0,0,0,1,1,0,0,0,0,0,0,0,0,6.58,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.3207322,NA,NA,NA,NA,176,10,FALSE,NA,40176084,43589720,40832476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4006201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11851191,24598992,11746422,14831457,11992821
0,505.1021172,0.0363321,506.109412,C_20 H_26 O_13 S_1,C20H26O13S,C_20 H_25 O_13 S_1,6,20,1.3,0.65,20,26,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,395560.5,505.1021394,0.050148504,6,0,0.04,8,0,0,0,1,1,0,0,0,0,0,0,0,0,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,Inf,FALSE,NA,4475348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12604856,23550418,9747575,13553506,10174198
0,505.1021172,0.3089075,506.10955,C_41 H_14,C41H14,C_41 H_13,17,41,0.341,0,41,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,395560.5,505.1021394,0.050148504,6,0.85,0.85,35,1,0,1,0,0,0,0,0,0,0,0,0,0,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,Inf,FALSE,NA,4475348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12604856,23550418,9747575,13553506,10174198
0,505.110011,0.0276754,506.1172734,C_22 H_22 O_12 N_2,C22H22N2O12,C_22 H_21 O_12 N_2,7,22,1,0.545,22,22,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,411359.5,505.110033,0.151699366,8,0,0.36,13,0,0,0,1,1,0,0,0,0,0,0,0,0,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1392,Inf,FALSE,NA,4225495,4399196,4869601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5203387,11753943,5397626,4431718,5398265
0,505.1118073,0.307643,506.118928,C_20 H_27 O_13 P_1,C20H27O13P,C_20 H_26 O_13 P_1,15,20,1.35,0.65,20,27,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,355980.8,505.1118301,0.133849825,5,0,0.04,8,0,0,0,1,1,0,0,0,0,0,0,0,0,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7509436,10000856,5430395,9228134,6741754
0,505.1118073,0.0482574,506.1190593,C_23 H_23 O_12 N15_1,C23H23NO12,C_23 H_22 O_12 N15_1,4,23,1,0.522,23,23,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,355980.8,505.1118301,0.133849825,5,0,0.38,13,0,0,0,1,1,0,0,0,0,0,0,0,0,2.26,NA,NA,NA,NA,247620.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52440.42839,1023,247620.37,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7509436,10000856,5430395,9228134,6741754
0,505.1295807,0.4830077,506.1366127,C_21 H_23 O_11 N_3 C13_1,C22H23N3O11,C_21 H_22 O_11 N_3 C13_1,5,22,1.045,0.5,21,23,11,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,398101,505.1296033,0.079977443,5,0,0.33,13,0,0,0,1,0,1,0,0,0,0,0,0,0,2.45,2078.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,868.2395463,NA,NA,NA,NA,1516,2078.83,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8099267,11655650,7232641,6983533,8142592
-1,505.1351384,0.0208894,506.1424254,C_24 H_26 O_12,C24H26O12,C_24 H_25 O_12,26,24,1.083,0.5,24,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,404144.2857,505.1351721,0.200086285,14,0,0.33,12,0,0,0,1,0,1,0,0,0,0,0,0,0,9.78,-47.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.15043209,NA,NA,NA,NA,153,47.98,FALSE,NA,42994144,44703848,42339820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3490114,4458061,4366520,NA,NA,NA,NA,3634964,3533792,3692460,NA,NA,57628100,102324712,48118916,61165424,48250624
0,505.1384959,0.0496734,506.1457974,C_21 H_30 O_12 S_1,C21H30O12S,C_21 H_29 O_12 S_1,8,21,1.429,0.571,21,30,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,382874.2,505.1385192,0.027823071,5,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,8.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26203590,45963752,19561604,24694640,21741314
-1,505.1463942,0.0233684,506.1536588,C_23 H_26 O_11 N_2,C23H26N2O11,C_23 H_25 O_11 N_2,12,23,1.13,0.478,23,26,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,391732.7143,505.1464175,0.091351071,7,0,0.29,12,0,0,0,1,0,1,0,0,0,0,0,0,0,5.87,-134.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.1500139,NA,NA,NA,NA,1374,134.38,FALSE,NA,NA,6053995,4443632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24040904,43014636,19446918,25481076,18874118
-1,505.1481428,0.2091176,506.1553134,C_21 H_31 O_12 P_1,C21H31O12P,C_21 H_30 O_12 P_1,16,21,1.476,0.571,21,31,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,381746.6,505.1481659,0.028982285,5,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,5.97,141.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.369399,NA,NA,NA,NA,708,141.89,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19158474,31775212,14924935,19238772,17497862
-1,505.1481428,0.4717879,506.1551805,C_32 H_26 O_4 S_1,C32H26O4S,C_32 H_25 O_4 S_1,2,32,0.812,0.125,32,26,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,381746.6,505.1481659,0.028982285,5,0.56,0.59,20,1,0,1,0,0,0,0,0,0,0,0,0,0,5.97,-250.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.7424181,NA,NA,NA,NA,556,250.63,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19158474,31775212,14924935,19238772,17497862
0,505.156242,0.0715401,506.1635547,C_21 H_30 O_14,C21H30O14,C_21 H_29 O_14,5,21,1.429,0.667,21,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,292342.75,505.1562666,0.248613845,4,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5305805,6576625,3517578,4493175,NA
-1,505.1658609,0.275147,506.172998,C_22 H_27 O_10 N_3 C13_1,C23H27N3O10,C_22 H_26 O_10 N_3 C13_1,9,23,1.174,0.435,22,27,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,426403.6,505.1658842,0.091273912,5,0,0.27,12,0,0,0,1,0,1,0,0,0,0,0,0,0,2.76,883.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.4554311,NA,9024.691595,NA,NA,1505,883.11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6854096,15931894,7101582,9088891,8544012
0,505.1658609,0.3943216,506.1729377,C_32 H_26 O_6,C32H26O6,C_32 H_25 O_6,2,32,0.812,0.188,32,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,426403.6,505.1658842,0.091273912,5,0.54,0.59,20,1,0,1,0,0,0,0,0,0,0,0,0,0,2.76,NA,NA,58589.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15065.29091,NA,NA,274,58589.21,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6854096,15931894,7101582,9088891,8544012
-1,505.1714911,0.0854461,506.1788108,C_25 H_30 O_11,C25H30O11,C_25 H_29 O_11,28,25,1.2,0.44,25,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,403848.4615,505.1715184,0.136717667,13,0,0.28,11,0,0,0,1,0,1,0,0,0,0,0,0,0,14.15,-78.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.25772786,NA,NA,NA,NA,123,78.72,FALSE,NA,44173808,50012276,45747704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5734731,4851285,4628672,NA,NA,3677297,NA,NA,NA,NA,NA,3805402,83187152,154229248,73809040,89345920,69549840
-1,505.1827309,0.07286,506.1900442,C_24 H_30 O_10 N_2,C24H30N2O10,C_24 H_29 O_10 N_2,13,24,1.25,0.417,24,30,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,386516,505.1827543,0.027732571,5,0,0.24,11,0,0,0,1,0,1,0,0,0,0,0,0,0,6.52,-26.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.62851203,NA,NA,NA,NA,1360,26.07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19879382,37902848,16120980,20696962,17596178
0,505.1845144,0.1817651,506.1916988,C_22 H_35 O_11 P_1,C22H35O11P,C_22 H_34 O_11 P_1,11,22,1.591,0.5,22,35,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,402363.6,505.1845371,0.092352586,5,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12178903,18143744,10443925,11931522,11845395
0,505.1845144,0.4444165,506.1915659,C_33 H_30 O_3 S_1,C33H30O3S,C_33 H_29 O_3 S_1,1,33,0.909,0.091,33,30,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,402363.6,505.1845371,0.092352586,5,0.52,0.54,19,1,0,1,0,0,0,0,0,0,0,0,0,0,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12178903,18143744,10443925,11931522,11845395
-1,505.207884,0.0705649,506.2151962,C_26 H_34 O_10,C26H34O10,C_26 H_33 O_10,29,26,1.308,0.385,26,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,386186.1818,505.207905,0.063002588,11,0,0.24,10,0,0,0,1,0,1,0,0,0,0,0,0,0,11.02,-52.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.43261725,NA,NA,NA,NA,110,52.55,FALSE,NA,27462146,29663364,29330952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4964692,4675165,4473032,NA,NA,NA,NA,NA,NA,NA,NA,NA,54482400,105601552,48708764,59592588,48054044
-1,505.2443022,0.0058825,506.2515816,C_27 H_38 O_9,C27H38O9,C_27 H_37 O_9,28,27,1.407,0.333,27,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,391246.125,505.2443241,0.06563216,8,0,0.2,9,0,0,0,1,0,1,0,0,0,0,0,0,0,4.28,71.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.9724222,NA,NA,NA,NA,84,71.71,FALSE,NA,9521681,8904850,9186838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16422382,28858914,13941930,17485720,13352743
0,505.2917992,0.2463228,506.2992003,C_27 H_42 O_7 N_2,C27H42N2O7,C_27 H_41 O_7 N_2,4,27,1.556,0.259,27,42,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439507.56,412810,505.2919501,0.290935355,5,0,0.12,8,0,0,0,0,0,0,1,0,1,1,0,0,0,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3646913,NA,NA,7348552,7284535,6867974,NA,NA,3571957,NA,NA,NA,NA,NA
0,506.0940046,0.015772,507.1012891,C_22 H_21 O_13 N_1,C22H21NO13,C_22 H_20 O_13 N_1,6,22,0.955,0.591,22,21,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440449.094,460646.4,506.0940265,0.141048512,5,0,0.38,13,0,0,0,1,1,0,0,0,0,0,0,0,0,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033,Inf,FALSE,NA,6220674,8864229,8146788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4488184,3517915,NA,NA
-1,506.1020579,0.1194318,507.1093949,C_22 H_22 O_13 C13_1,C23H22O13,C_22 H_21 O_13 C13_1,24,23,0.957,0.565,22,22,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440449.094,411916.5,506.1020794,0.241529114,6,0,0.39,13,0,0,0,1,1,0,0,0,0,0,0,0,0,2.18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.3207322,NA,NA,NA,NA,176,10,FALSE,NA,9808773,10084840,11816807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3798837,5364732,NA,NA,4067406
